age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"(37,43]",State-gov,100800,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9079
"(23,25]",Private,169124,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9080
"(54,61]",Private,357788,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,Other,Male,40,US,0,0,9081
"(23,25]",Private,154422,Bachelors,"(12,13]",Spouseless,Exec-managerial,Child or other relative,White or Asian-Pac-Islander,Female,40,Non-US,0,0,9082
"(23,25]",Private,512771,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9083
"(25,29]",Private,201022,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,1,1,9084
"[17,21]",Private,115815,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9085
"(25,29]",Private,213152,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,9086
"(37,43]",Private,126868,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,Other,Male,40,US,0,0,9087
"(37,43]",Private,364832,<= 12th,"[1,8]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9088
"(29,33]",Private,196898,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9089
"(43,54]",Private,415051,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,Other,Male,>40,US,1,0,9090
"(23,25]",Private,174043,Bachelors,"(12,13]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9091
"[17,21]",State-gov,110946,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,>40,US,0,0,9092
"(21,23]",Private,313873,<= 12th,"[1,8]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9093
"(54,61]",Federal-gov,255386,Some-college,"(9,10]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9094
"[17,21]",Private,191497,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9095
"[17,21]",Other,162667,<= 12th,"[1,8]",Spouseless,Other,Unmarried,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9096
"(43,54]",Private,252079,Some-college,"(9,10]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9097
"(43,54]",State-gov,201513,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,9098
"[17,21]",State-gov,164922,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9099
"(54,61]",Private,176689,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9100
"(61,90]",Private,197080,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9101
"(43,54]",Federal-gov,181657,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,9102
"[17,21]",Private,238068,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9103
"[17,21]",Private,337046,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9104
"[17,21]",Other,250037,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,9105
"(43,54]",Private,285750,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9106
"(35,37]",Private,531055,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9107
"(37,43]",Local-gov,184466,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,1,9108
"(33,35]",Private,152246,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,Other,Male,>40,US,0,0,9109
"(37,43]",Private,108140,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9110
"(54,61]",Local-gov,104917,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,Other,Male,40,US,1,1,9111
"[17,21]",State-gov,261422,Some-college,"(9,10]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9112
"(25,29]",Private,275116,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9113
"(54,61]",Other,72886,High School,"(8,9]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,9114
"(25,29]",Private,153546,<= 12th,"[1,8]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9115
"(61,90]",Private,137205,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9116
"(25,29]",Private,327779,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9117
"(43,54]",Private,131309,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9118
"(43,54]",Private,188331,Some-college,"(9,10]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9119
"(33,35]",Federal-gov,194740,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9120
"(43,54]",Private,187033,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9121
"(43,54]",Private,84278,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9122
"(35,37]",Private,108320,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9123
"(43,54]",Private,172962,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9124
"(25,29]",Private,163265,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9125
"(43,54]",Private,251841,Associate,"(10,12]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,9126
"(43,54]",State-gov,192323,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9127
"(21,23]",Private,232985,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9128
"(25,29]",Private,34532,Bachelors,"(12,13]",Spouseless,Tech and Secutity,Not-in-family,Other,Male,<40,Non-US,0,0,9129
"(37,43]",Private,111377,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9130
"(37,43]",Federal-gov,472166,Some-college,"(9,10]",Spouseless,Exec-managerial,Unmarried,Other,Female,40,US,0,0,9131
"(37,43]",Local-gov,125461,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9132
"(43,54]",Private,97005,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9133
"(33,35]",Private,185216,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9134
"(43,54]",Private,161838,Associate,"(10,12]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9135
"[17,21]",Private,138816,High School,"(8,9]",Spouseless,Service,Child or other relative,Other,Male,<40,US,0,0,9136
"(33,35]",Self-emp-inc,89622,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9137
"(37,43]",Self-emp-not-inc,163204,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9138
"(35,37]",Private,265737,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,Other,Male,>40,Non-US,1,0,9139
"(43,54]",Private,215304,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9140
"(23,25]",Private,185952,Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9141
"[17,21]",Private,200089,<= 12th,"[1,8]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9142
"(21,23]",Private,379778,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9143
"(54,61]",Private,134120,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9144
"(37,43]",Private,87284,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9145
"(35,37]",Private,180686,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9146
"(21,23]",Private,112693,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9147
"(25,29]",Private,340408,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9148
"[17,21]",Other,187539,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9149
"(21,23]",Private,182812,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,40,Non-US,0,0,9150
"(33,35]",Local-gov,93886,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,1,1,9151
"(25,29]",State-gov,212232,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,Other,Male,40,US,1,0,9152
"(21,23]",Private,156933,High School,"(8,9]",Spouseless,Service,Child or other relative,Other,Male,<40,US,0,0,9153
"[17,21]",Private,286734,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,Other,Female,<40,US,0,0,9154
"(43,54]",Self-emp-inc,143482,Some-college,"(9,10]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,1,0,9155
"(37,43]",Private,226357,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9156
"(43,54]",Private,223194,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,Other,Male,40,Non-US,0,0,9157
"(35,37]",Self-emp-not-inc,272090,Some-college,"(9,10]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,0,0,9158
"(43,54]",Self-emp-not-inc,131982,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,9159
"(25,29]",Federal-gov,163862,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9160
"(29,33]",Self-emp-not-inc,65278,Associate,"(10,12]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9161
"(21,23]",Private,180060,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9162
"(43,54]",Private,45564,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9163
"[17,21]",Private,137646,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9164
"[17,21]",Private,237646,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9165
"[17,21]",State-gov,158206,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,9166
"(54,61]",Other,229744,<= 12th,"[1,8]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9167
"(33,35]",Private,231180,High School,"(8,9]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9168
"(37,43]",Private,223277,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9169
"(61,90]",Other,114204,Some-college,"(9,10]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9170
"(43,54]",Private,104521,Associate,"(10,12]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9171
"(25,29]",Self-emp-not-inc,128516,Associate,"(10,12]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,40,US,1,0,9172
"(25,29]",Private,444304,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9173
"[17,21]",Private,27415,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,Other,Male,<40,US,0,0,9174
"(37,43]",Private,174343,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9175
"(33,35]",Private,209213,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,Other,Male,40,Non-US,0,0,9176
"[17,21]",Private,165097,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9177
"(33,35]",Private,129573,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9178
"[17,21]",Private,164991,High School,"(8,9]",Spouseless,Sales,Unmarried,Other,Female,<40,US,0,0,9179
"(33,35]",Private,200117,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9180
"(33,35]",Private,178841,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,9181
"(37,43]",Local-gov,191149,Masters,"(13,16]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9182
"(61,90]",Local-gov,31993,<= 12th,"[1,8]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,9183
"(33,35]",Private,128876,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9184
"(37,43]",Private,202872,<= 12th,"[1,8]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9185
"(43,54]",Self-emp-not-inc,24790,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9186
"(35,37]",Private,126569,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9187
"(33,35]",Private,412379,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9188
"(29,33]",Local-gov,100135,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,<40,US,1,0,9189
"(23,25]",Private,128061,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9190
"(33,35]",Private,64922,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9191
"(61,90]",Other,115513,Bachelors,"(12,13]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9192
"[17,21]",Private,170456,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9193
"(23,25]",Self-emp-inc,181691,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,9194
"(29,33]",Private,161690,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9195
"[17,21]",Other,242736,Associate,"(10,12]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,9196
"(25,29]",State-gov,118520,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9197
"(43,54]",Private,155659,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9198
"(29,33]",Private,164190,Bachelors,"(12,13]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9199
"(21,23]",Private,436798,Some-college,"(9,10]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9200
"(43,54]",Private,77336,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9201
"(37,43]",Local-gov,96524,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9202
"[17,21]",Private,143868,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,Other,Male,40,US,0,0,9203
"(43,54]",Private,205100,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,9204
"(54,61]",Private,353881,High School,"(8,9]",Spouseless,Transport-moving,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,9205
"(43,54]",Private,182944,High School,"(8,9]",Spouseless,Tech and Secutity,Unmarried,Other,Female,40,US,0,0,9206
"(25,29]",Private,264498,Bachelors,"(12,13]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9207
"(37,43]",Private,33975,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9208
"(37,43]",Self-emp-not-inc,215219,<= 12th,"[1,8]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,9209
"(61,90]",Other,331527,<= 12th,"[1,8]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9210
"(25,29]",Local-gov,85918,Bachelors,"(12,13]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9211
"[17,21]",Private,182342,Some-college,"(9,10]",Spouseless,Agriculture,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9212
"(43,54]",Private,102583,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,9213
"(54,61]",Local-gov,212856,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,1,9214
"(35,37]",Private,29145,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9215
"(33,35]",Private,40135,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9216
"(25,29]",Other,146651,High School,"(8,9]",With Spouse,Other,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,9217
"(33,35]",Private,187167,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9218
"(54,61]",Other,192325,Some-college,"(9,10]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9219
"(29,33]",Private,129775,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,9220
"(35,37]",Private,745768,Some-college,"(9,10]",Spouseless,Tech and Secutity,Unmarried,Other,Female,40,US,0,0,9221
"(37,43]",Private,141550,<= 12th,"[1,8]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9222
"(21,23]",Private,376383,High School,"(8,9]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9223
"(43,54]",Self-emp-not-inc,200825,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,9224
"(43,54]",Private,116789,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9225
"(43,54]",Private,362654,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9226
"(37,43]",Private,176335,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,9227
"(25,29]",Private,44767,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9228
"(25,29]",Private,103524,High School,"(8,9]",Spouseless,Service,Unmarried,White or Asian-Pac-Islander,Male,40,US,0,0,9229
"(29,33]",Other,99483,High School,"(8,9]",Spouseless,Other,Child or other relative,Other,Male,40,US,0,0,9230
"(43,54]",Local-gov,199590,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,0,9231
"(61,90]",Self-emp-not-inc,191380,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,1,9232
"(37,43]",Private,33126,Associate,"(10,12]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9233
"(33,35]",Private,111985,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,9234
"(29,33]",Private,138142,Some-college,"(9,10]",Spouseless,Service,Unmarried,Other,Female,<40,US,0,0,9235
"(35,37]",Private,296999,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,9236
"(43,54]",Private,187563,High School,"(8,9]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9237
"(37,43]",Private,196344,<= 12th,"[1,8]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,9238
"(25,29]",Private,715938,Bachelors,"(12,13]",Spouseless,Craft-repair,Child or other relative,Other,Male,40,US,0,0,9239
"(61,90]",Self-emp-not-inc,224520,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9240
"(21,23]",Private,172766,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,9241
"(25,29]",Local-gov,175796,Associate,"(10,12]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9242
"(23,25]",Private,51973,Bachelors,"(12,13]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,9243
"(21,23]",Private,291979,<= 12th,"[1,8]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9244
"(43,54]",State-gov,334273,Associate,"(10,12]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9245
"(43,54]",Private,102102,High School,"(8,9]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,9246
"(54,61]",Other,50248,Some-college,"(9,10]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9247
"(29,33]",Other,314913,<= 12th,"[1,8]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,9248
"(35,37]",State-gov,747719,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Female,>40,US,1,1,9249
"(37,43]",Private,118947,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9250
"(43,54]",Private,55861,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,9251
"(35,37]",Private,238433,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,9252
"(43,54]",Private,133616,Some-college,"(9,10]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9253
"(43,54]",Local-gov,172822,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9254
"(23,25]",Private,293091,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9255
"(29,33]",Private,65278,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,9256
"(33,35]",Private,220943,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Female,40,US,0,0,9257
"(25,29]",Private,134945,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,9258
"(54,61]",Self-emp-not-inc,105582,Masters,"(13,16]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,1,9259
"(23,25]",Private,143436,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,9260
"(33,35]",Private,226311,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9261
"(61,90]",Private,94610,Masters,"(13,16]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,1,0,9262
"(43,54]",Private,117310,Associate,"(10,12]",Spouseless,Tech and Secutity,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,9263
"(37,43]",Private,230356,Bachelors,"(12,13]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,9264
"[17,21]",Private,333505,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,9265
"(54,61]",Local-gov,149281,High School,"(8,9]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9266
"(43,54]",Private,138514,Associate,"(10,12]",Spouseless,Tech and Secutity,Unmarried,Other,Female,>40,US,0,0,9267
"(54,61]",Federal-gov,66504,Above Masters,"(13,16]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,1,0,9268
"(35,37]",Private,170020,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,9269
"(33,35]",Private,217605,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Female,40,US,0,0,9270
"(37,43]",Private,145711,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,9271
